datetime,function,amount,time_seconds,version

2023-05-04 23:11:33,dictionary_comprehension,1000000,0.8440001010894775,2.7.18
2023-05-04 23:11:33,dictionary_insert,1000000,1.0160000324249268,2.7.18
2023-05-04 23:11:33,dictionary_merge,1000000,0.19099998474121094,2.7.18
2023-05-04 23:11:33,read_dictionary_values,1000000,28.30900001525879,2.7.18
2023-05-04 23:12:03,dictionary_comprehension,1000000,0.5369999408721924,2.7.18
2023-05-04 23:12:03,dictionary_insert,1000000,1.125999927520752,2.7.18
2023-05-04 23:12:03,dictionary_merge,1000000,0.252000093460083,2.7.18
2023-05-04 23:12:03,read_dictionary_values,1000000,23.66700005531311,2.7.18
2023-05-04 23:12:29,dictionary_comprehension,1000000,0.43899989128112793,2.7.18
2023-05-04 23:12:29,dictionary_insert,1000000,1.0600001811981201,2.7.18
2023-05-04 23:12:29,dictionary_merge,1000000,0.04800009727478027,2.7.18
2023-05-04 23:12:29,read_dictionary_values,1000000,25.421000003814697,2.7.18
2023-05-04 23:12:56,dictionary_comprehension,1000000,0.4679999351501465,2.7.18
2023-05-04 23:12:56,dictionary_insert,1000000,0.9230000972747803,2.7.18
2023-05-04 23:12:56,dictionary_merge,1000000,0.03900003433227539,2.7.18
2023-05-04 23:12:56,read_dictionary_values,1000000,21.83899998664856,2.7.18
2023-05-04 23:13:19,dictionary_comprehension,1000000,0.41299986839294434,2.7.18
2023-05-04 23:13:19,dictionary_insert,1000000,0.9230000972747803,2.7.18
2023-05-04 23:13:19,dictionary_merge,1000000,0.0409998893737793,2.7.18
2023-05-04 23:13:19,read_dictionary_values,1000000,25.78500008583069,2.7.18
2023-05-04 23:13:47,dictionary_comprehension,1000000,0.5379998683929443,2.7.18
2023-05-04 23:13:47,dictionary_insert,1000000,0.9240000247955322,2.7.18
2023-05-04 23:13:47,dictionary_merge,1000000,0.046000003814697266,2.7.18
2023-05-04 23:13:47,read_dictionary_values,1000000,24.34999990463257,2.7.18
2023-05-04 23:14:12,dictionary_comprehension,1000000,0.437000036239624,2.7.18
2023-05-04 23:14:12,dictionary_insert,1000000,1.119999885559082,2.7.18
2023-05-04 23:14:12,dictionary_merge,1000000,0.05200004577636719,2.7.18
2023-05-04 23:14:12,read_dictionary_values,1000000,23.56599998474121,2.7.18
2023-05-04 23:14:38,dictionary_comprehension,1000000,0.4789998531341553,2.7.18
2023-05-04 23:14:38,dictionary_insert,1000000,1.376999855041504,2.7.18
2023-05-04 23:14:38,dictionary_merge,1000000,0.08600020408630371,2.7.18
2023-05-04 23:14:38,read_dictionary_values,1000000,23.852999925613403,2.7.18
2023-05-04 23:15:04,dictionary_comprehension,1000000,0.4930000305175781,2.7.18
2023-05-04 23:15:04,dictionary_insert,1000000,0.9249999523162842,2.7.18
2023-05-04 23:15:04,dictionary_merge,1000000,0.03099989891052246,2.7.18
2023-05-04 23:15:04,read_dictionary_values,1000000,23.812000036239624,2.7.18
2023-05-04 23:15:29,dictionary_comprehension,1000000,0.41499996185302734,2.7.18
2023-05-04 23:15:29,dictionary_insert,1000000,0.8500001430511475,2.7.18
2023-05-04 23:15:29,dictionary_merge,1000000,0.031000137329101562,2.7.18
2023-05-04 23:15:29,read_dictionary_values,1000000,24.30299997329712,2.7.18
2023-05-04 23:17:45,dictionary_comprehension,1000000,0.324000120163,3.0.1
2023-05-04 23:17:45,dictionary_insert,1000000,0.572999954224,3.0.1
2023-05-04 23:17:45,dictionary_merge,1000000,0.108999967575,3.0.1
2023-05-04 23:17:45,read_dictionary_values,1000000,127.175000191,3.0.1
2023-05-04 23:19:54,dictionary_comprehension,1000000,0.254999876022,3.0.1
2023-05-04 23:19:54,dictionary_insert,1000000,0.592000007629,3.0.1
2023-05-04 23:19:54,dictionary_merge,1000000,0.141000032425,3.0.1
2023-05-04 23:19:54,read_dictionary_values,1000000,116.575999975,3.0.1
2023-05-04 23:21:51,dictionary_comprehension,1000000,0.25,3.0.1
